N,E,R,time
75,100,20,28
75,100,20,28
75,100,20,25
75,100,20,31
75,100,20,24
75,100,20,17
75,100,20,26
75,100,20,22
75,100,20,19
75,100,20,25
75,100,20,32
75,100,20,20
75,100,20,28
75,100,20,31
75,100,20,25
75,100,20,25
75,100,20,23
75,100,20,21
75,100,20,25
75,100,20,25
75,100,20,31
75,100,20,33
75,100,20,29
75,100,20,28
75,100,20,22
75,100,20,24
75,100,20,19
75,100,20,25
75,100,20,29
75,100,20,18
75,100,20,18
75,100,20,27
75,100,20,20
75,100,20,29
75,100,20,38
75,100,20,23
75,100,20,27
75,100,20,19
75,100,20,34
75,100,20,24
75,100,20,23
75,100,20,27
75,100,20,23
75,100,20,37
75,100,20,36
75,100,20,28
75,100,20,28
75,100,20,21
75,100,20,44
75,100,20,26
75,100,20,19
75,100,20,26
75,100,20,24
75,100,20,31
75,100,20,25
75,100,20,28
75,100,20,24
75,100,20,16
75,100,20,22
75,100,20,39
75,100,20,28
75,100,20,19
75,100,20,29
75,100,20,34
75,100,20,33
75,100,20,29
75,100,20,24
75,100,20,26
75,100,20,20
75,100,20,20
75,100,20,25
75,100,20,27
75,100,20,23
75,100,20,25
75,100,20,39
75,100,20,30
75,100,20,26
75,100,20,27
75,100,20,22
75,100,20,48
75,100,20,20
75,100,20,23
75,100,20,25
75,100,20,20
75,100,20,28
75,100,20,32
75,100,20,32
75,100,20,27
75,100,20,31
75,100,20,14
75,100,20,28
75,100,20,27
75,100,20,37
75,100,20,36
75,100,20,25
75,100,20,21
75,100,20,26
75,100,20,17
75,100,20,25
75,100,20,23
75,100,20,21
75,100,20,20
75,100,20,21
75,100,20,25
75,100,20,22
75,100,20,20
75,100,20,27
75,100,20,23
75,100,20,23
75,100,20,21
75,100,20,32
75,100,20,33
75,100,20,33
75,100,20,30
75,100,20,24
75,100,20,19
75,100,20,22
75,100,20,20
75,100,20,27
75,100,20,21
75,100,20,26
75,100,20,29
75,100,20,35
75,100,20,30
75,100,20,38
75,100,20,21
75,100,20,25
75,100,20,31
75,100,20,34
75,100,20,29
75,100,20,24
75,100,20,30
75,100,20,27
75,100,20,18
75,100,20,23
75,100,20,24
75,100,20,31
75,100,20,26
75,100,20,21
75,100,20,30
75,100,20,22
75,100,20,25
75,100,20,35
75,100,20,24
75,100,20,25
75,100,20,34
75,100,20,35
75,100,20,25
75,100,20,21
75,100,20,16
75,100,20,26
75,100,20,25
75,100,20,29
75,100,20,38
75,100,20,21
75,100,20,19
75,100,20,27
75,100,20,23
75,100,20,28
75,100,20,36
75,100,20,23
75,100,20,17
75,100,20,30
75,100,20,23
75,100,20,32
75,100,20,30
75,100,20,29
75,100,20,23
75,100,20,23
75,100,20,30
75,100,20,40
75,100,20,21
75,100,20,29
75,100,20,19
75,100,20,30
75,100,20,31
75,100,20,38
75,100,20,21
75,100,20,30
75,100,20,30
75,100,20,28
75,100,20,26
75,100,20,27
75,100,20,23
75,100,20,34
75,100,20,24
75,100,20,18
75,100,20,23
75,100,20,17
75,100,20,27
75,100,20,36
75,100,20,18
75,100,20,25
75,100,20,26
75,100,20,20
75,100,20,28
75,100,20,21
75,100,20,26
75,100,20,24
75,100,20,41
75,100,20,28
75,100,20,19
75,100,20,22
75,100,20,18
75,100,20,18
75,100,20,28
75,100,20,19
75,100,20,27
75,100,20,16
75,100,20,31
75,100,20,28
75,100,20,34
75,100,20,20
75,100,20,30
75,100,20,21
75,100,20,23
75,100,20,22
75,100,20,30
75,100,20,32
75,100,20,37
75,100,20,36
75,100,20,41
75,100,20,20
75,100,20,43
75,100,20,35
75,100,20,22
75,100,20,28
75,100,20,32
75,100,20,24
75,100,20,31
75,100,20,37
75,100,20,36
75,100,20,32
75,100,20,32
75,100,20,25
75,100,20,27
75,100,20,23
75,100,20,27
75,100,20,31
75,100,20,30
75,100,20,42
75,100,20,25
75,100,20,27
75,100,20,29
75,100,20,26
75,100,20,25
75,100,20,25
75,100,20,31
75,100,20,31
75,100,20,38
75,100,20,28
75,100,20,31
75,100,20,33
75,100,20,27
75,100,20,18
75,100,20,29
75,100,20,23
75,100,20,24
75,100,20,31
75,100,20,24
75,100,20,24
75,100,20,19
75,100,20,33
75,100,20,31
75,100,20,24
75,100,20,27
75,100,20,30
75,100,20,20
75,100,20,20
75,100,20,23
75,100,20,30
75,100,20,19
75,100,20,27
75,100,20,33
75,100,20,38
75,100,20,23
75,100,20,24
75,100,20,24
75,100,20,32
75,100,20,20
75,100,20,27
75,100,20,37
75,100,20,27
75,100,20,33
75,100,20,26
75,100,20,21
75,100,20,29
75,100,20,15
75,100,20,24
75,100,20,29
75,100,20,18
75,100,20,23
75,100,20,15
75,100,20,22
75,100,20,27
75,100,20,25
75,100,20,26
75,100,20,30
75,100,20,27
75,100,20,27
75,100,20,36
75,100,20,25
75,100,20,26
75,100,20,17
75,100,20,39
75,100,20,15
75,100,20,29
75,100,20,27
75,100,20,31
75,100,20,40
75,100,20,29
75,100,20,14
75,100,20,22
75,100,20,26
75,100,20,24
75,100,20,21
75,100,20,19
75,100,20,23
75,100,20,26
75,100,20,34
75,100,20,28
75,100,20,20
75,100,20,32
75,100,20,29
75,100,20,21
75,100,20,49
75,100,20,29
75,100,20,27
75,100,20,25
75,100,20,28
75,100,20,30
75,100,20,25
75,100,20,29
75,100,20,22
75,100,20,49
75,100,20,33
75,100,20,24
75,100,20,33
75,100,20,31
75,100,20,22
75,100,20,27
75,100,20,21
75,100,20,37
75,100,20,40
75,100,20,26
75,100,20,27
75,100,20,19
75,100,20,19
75,100,20,35
75,100,20,17
75,100,20,34
75,100,20,31
75,100,20,23
75,100,20,25
75,100,20,25
75,100,20,26
75,100,20,21
75,100,20,27
75,100,20,39
75,100,20,16
75,100,20,35
75,100,20,27
75,100,20,22
75,100,20,22
75,100,20,34
75,100,20,22
75,100,20,40
75,100,20,29
75,100,20,27
75,100,20,32
75,100,20,32
75,100,20,24
75,100,20,32
75,100,20,25
75,100,20,33
75,100,20,35
75,100,20,20
75,100,20,22
75,100,20,28
75,100,20,32
75,100,20,26
75,100,20,28
75,100,20,28
75,100,20,30
75,100,20,27
75,100,20,41
75,100,20,32
75,100,20,37
75,100,20,15
75,100,20,33
75,100,20,27
75,100,20,27
75,100,20,22
75,100,20,24
75,100,20,19
75,100,20,36
75,100,20,21
75,100,20,28
75,100,20,21
75,100,20,26
75,100,20,28
75,100,20,17
75,100,20,21
75,100,20,20
75,100,20,17
75,100,20,27
75,100,20,24
75,100,20,32
75,100,20,28
75,100,20,24
75,100,20,22
75,100,20,26
75,100,20,34
75,100,20,26
75,100,20,28
75,100,20,21
75,100,20,14
75,100,20,25
75,100,20,20
75,100,20,36
75,100,20,28
75,100,20,40
75,100,20,17
75,100,20,23
75,100,20,18
75,100,20,29
75,100,20,18
75,100,20,39
75,100,20,31
75,100,20,26
75,100,20,32
75,100,20,18
75,100,20,24
75,100,20,27
75,100,20,35
75,100,20,22
75,100,20,23
75,100,20,33
75,100,20,28
75,100,20,25
75,100,20,30
75,100,20,39
75,100,20,27
75,100,20,22
75,100,20,30
75,100,20,34
75,100,20,29
75,100,20,34
75,100,20,26
75,100,20,21
75,100,20,24
75,100,20,20
75,100,20,14
75,100,20,29
75,100,20,30
75,100,20,26
75,100,20,23
75,100,20,28
75,100,20,25
75,100,20,30
75,100,20,25
75,100,20,21
75,100,20,19
75,100,20,21
75,100,20,21
75,100,20,34
75,100,20,34
75,100,20,22
75,100,20,28
75,100,20,23
75,100,20,33
75,100,20,23
75,100,20,34
75,100,20,24
75,100,20,24
75,100,20,20
75,100,20,43
75,100,20,20
75,100,20,29
75,100,20,27
75,100,20,21
75,100,20,19
75,100,20,16
75,100,20,17
75,100,20,22
75,100,20,34
75,100,20,28
75,100,20,34
75,100,20,28
75,100,20,33
75,100,20,19
75,100,20,28
75,100,20,30
75,100,20,29
75,100,20,41
75,100,20,21
75,100,20,26
75,100,20,22
75,100,20,32
75,100,20,23
75,100,20,30
75,100,20,27
75,100,20,31
75,100,20,21
75,100,20,38
75,100,20,29
75,100,20,18
75,100,20,32
75,100,20,26
75,100,20,30
75,100,20,27
75,100,20,39
75,100,20,15
75,100,20,24
75,100,20,20
75,100,20,28
75,100,20,27
75,100,20,19
75,100,20,32
75,100,20,31
75,100,20,26
75,100,20,43
75,100,20,20
75,100,20,21
75,100,20,24
75,100,20,29
75,100,20,23
75,100,20,17
75,100,20,24
75,100,20,24
75,100,20,24
75,100,20,35
75,100,20,24
75,100,20,24
75,100,20,16
75,100,20,27
75,100,20,17
75,100,20,27
75,100,20,28
75,100,20,31
75,100,20,37
75,100,20,22
75,100,20,23
75,100,20,39
75,100,20,33
75,100,20,30
75,100,20,40
75,100,20,23
75,100,20,25
75,100,20,32
75,100,20,24
75,100,20,34
75,100,20,32
75,100,20,26
75,100,20,25
75,100,20,25
75,100,20,36
75,100,20,23
75,100,20,35
75,100,20,26
75,100,20,24
75,100,20,23
75,100,20,35
75,100,20,23
75,100,20,24
75,100,20,28
75,100,20,19
75,100,20,31
75,100,20,32
75,100,20,25
75,100,20,23
75,100,20,29
75,100,20,21
75,100,20,34
75,100,20,22
75,100,20,26
75,100,20,24
75,100,20,38
75,100,20,21
75,100,20,44
75,100,20,35
75,100,20,33
75,100,20,23
75,100,20,30
75,100,20,38
75,100,20,23
75,100,20,37
75,100,20,23
75,100,20,20
75,100,20,19
75,100,20,28
75,100,20,21
75,100,20,28
75,100,20,24
75,100,20,25
75,100,20,15
75,100,20,42
75,100,20,21
75,100,20,21
75,100,20,19
75,100,20,46
75,100,20,29
75,100,20,33
75,100,20,22
75,100,20,22
75,100,20,27
75,100,20,32
75,100,20,29
75,100,20,22
75,100,20,25
75,100,20,23
75,100,20,20
75,100,20,21
75,100,20,24
75,100,20,27
75,100,20,33
75,100,20,29
75,100,20,29
75,100,20,21
75,100,20,20
75,100,20,25
75,100,20,32
75,100,20,27
75,100,20,25
75,100,20,27
75,100,20,19
75,100,20,17
75,100,20,25
75,100,20,19
75,100,20,17
75,100,20,36
75,100,20,26
75,100,20,26
75,100,20,34
75,100,20,18
75,100,20,33
75,100,20,34
75,100,20,31
75,100,20,15
75,100,20,21
75,100,20,21
75,100,20,28
75,100,20,26
75,100,20,23
75,100,20,19
75,100,20,25
75,100,20,29
75,100,20,31
75,100,20,26
75,100,20,25
75,100,20,31
75,100,20,32
75,100,20,37
75,100,20,27
75,100,20,20
75,100,20,32
75,100,20,24
75,100,20,29
75,100,20,31
75,100,20,17
75,100,20,22
75,100,20,22
75,100,20,23
75,100,20,23
75,100,20,28
75,100,20,21
75,100,20,39
75,100,20,23
75,100,20,20
75,100,20,37
75,100,20,27
75,100,20,22
75,100,20,30
75,100,20,27
75,100,20,18
75,100,20,29
75,100,20,23
75,100,20,40
75,100,20,29
75,100,20,36
75,100,20,23
75,100,20,26
75,100,20,34
75,100,20,24
75,100,20,24
75,100,20,34
75,100,20,17
75,100,20,34
75,100,20,27
75,100,20,32
75,100,20,20
75,100,20,27
75,100,20,35
75,100,20,24
75,100,20,27
75,100,20,32
75,100,20,25
75,100,20,39
75,100,20,35
75,100,20,24
75,100,20,24
75,100,20,29
75,100,20,29
75,100,20,31
75,100,20,23
75,100,20,19
75,100,20,29
75,100,20,26
75,100,20,23
75,100,20,25
75,100,20,24
75,100,20,21
75,100,20,17
75,100,20,17
75,100,20,15
75,100,20,24
75,100,20,23
75,100,20,26
75,100,20,21
75,100,20,24
75,100,20,22
75,100,20,36
75,100,20,49
75,100,20,31
75,100,20,25
75,100,20,29
75,100,20,31
75,100,20,19
75,100,20,33
75,100,20,20
75,100,20,19
75,100,20,23
75,100,20,29
75,100,20,31
75,100,20,29
75,100,20,26
75,100,20,22
75,100,20,36
75,100,20,33
75,100,20,21
75,100,20,24
75,100,20,29
75,100,20,37
75,100,20,23
75,100,20,26
75,100,20,21
75,100,20,29
75,100,20,36
75,100,20,22
75,100,20,21
75,100,20,22
75,100,20,38
75,100,20,30
75,100,20,19
75,100,20,30
75,100,20,31
75,100,20,27
75,100,20,31
75,100,20,27
75,100,20,34
75,100,20,25
75,100,20,38
75,100,20,22
75,100,20,26
75,100,20,17
75,100,20,21
75,100,20,22
75,100,20,24
75,100,20,23
75,100,20,35
75,100,20,24
75,100,20,34
75,100,20,21
75,100,20,26
75,100,20,12
75,100,20,44
75,100,20,32
75,100,20,19
75,100,20,18
75,100,20,37
75,100,20,28
75,100,20,33
75,100,20,40
75,100,20,21
75,100,20,27
75,100,20,19
75,100,20,26
75,100,20,20
75,100,20,31
75,100,20,21
75,100,20,38
75,100,20,33
75,100,20,34
75,100,20,20
75,100,20,28
75,100,20,27
75,100,20,20
75,100,20,33
75,100,20,28
75,100,20,22
75,100,20,33
75,100,20,31
75,100,20,23
75,100,20,20
75,100,20,19
75,100,20,22
75,100,20,21
75,100,20,23
75,100,20,21
75,100,20,37
75,100,20,31
75,100,20,23
75,100,20,37
75,100,20,16
75,100,20,30
75,100,20,21
75,100,20,23
75,100,20,23
75,100,20,32
75,100,20,39
75,100,20,38
75,100,20,22
75,100,20,29
75,100,20,41
75,100,20,25
75,100,20,30
75,100,20,22
75,100,20,41
75,100,20,19
75,100,20,23
75,100,20,25
75,100,20,21
75,100,20,32
75,100,20,21
75,100,20,35
75,100,20,21
75,100,20,30
75,100,20,26
75,100,20,25
75,100,20,25
75,100,20,22
75,100,20,35
75,100,20,34
75,100,20,34
75,100,20,29
75,100,20,28
75,100,20,22
75,100,20,25
75,100,20,26
75,100,20,25
75,100,20,31
75,100,20,28
75,100,20,30
75,100,20,20
75,100,20,31
75,100,20,34
75,100,20,45
75,100,20,23
75,100,20,30
75,100,20,18
75,100,20,37
75,100,20,29
75,100,20,22
75,100,20,38
75,100,20,21
75,100,20,31
75,100,20,20
75,100,20,26
75,100,20,38
75,100,20,33
75,100,20,29
75,100,20,19
75,100,20,43
75,100,20,26
75,100,20,22
75,100,20,29
75,100,20,33
75,100,20,21
75,100,20,37
75,100,20,31
75,100,20,19
75,100,20,20
75,100,20,36
75,100,20,37
75,100,20,27
75,100,20,24
75,100,20,34
75,100,20,32
75,100,20,31
75,100,20,29
75,100,20,37
75,100,20,21
75,100,20,24
75,100,20,36
75,100,20,20
75,100,20,20
75,100,20,31
75,100,20,20
75,100,20,24
75,100,20,30
75,100,20,35
75,100,20,30
75,100,20,23
75,100,20,28
75,100,20,28
75,100,20,28
75,100,20,42
75,100,20,31
75,100,20,23
75,100,20,22
75,100,20,28
75,100,20,24
75,100,20,21
75,100,20,31
75,100,20,27
75,100,20,31
75,100,20,30
75,100,20,24
75,100,20,27
75,100,20,29
75,100,20,16
75,100,20,33
75,100,20,24
75,100,20,26
75,100,20,22
75,100,20,31
75,100,20,37
75,100,20,20
75,100,20,25
75,100,20,28
75,100,20,45
75,100,20,27
75,100,20,42
75,100,20,18
75,100,20,23
75,100,20,24
75,100,20,24
75,100,20,24
75,100,20,36
75,100,20,19
75,100,20,24
75,100,20,21
75,100,20,24
75,100,20,28
75,100,20,22
75,100,20,19
75,100,20,35
75,100,20,25
75,100,20,24
75,100,20,28
75,100,20,17
75,100,20,25
75,100,20,23
75,100,20,33
75,100,20,18
75,100,20,19
75,100,20,20
75,100,20,26
75,100,20,31
75,100,20,21
75,100,20,22
75,100,20,35
75,100,20,21
75,100,20,17
75,100,20,19
75,100,20,25
75,100,20,27
75,100,20,24
75,100,20,31
75,100,20,28
75,100,20,19
75,100,20,30
75,100,20,27
75,100,20,17
75,100,20,18
75,100,20,26
75,100,20,31
75,100,20,20
75,100,20,36
75,100,20,34
75,100,20,23
75,100,20,34
75,100,20,30
75,100,20,26
75,100,20,27
75,100,20,29
75,100,20,22
75,100,20,27
75,100,20,19
75,100,20,34
75,100,20,19
75,100,20,26
75,100,20,25
75,100,20,25
75,100,20,26
75,100,20,26
75,100,20,20
75,100,20,18
75,100,20,32
75,100,20,26
75,100,20,19
75,100,20,17
75,100,20,16
75,100,20,21
75,100,20,20
75,100,20,23
75,100,20,19
75,100,20,32
75,100,20,16
75,100,20,29
75,100,20,25
75,100,20,32
75,100,20,27
75,100,20,34
75,100,20,21
75,100,20,25
75,100,20,19
75,100,20,28
75,100,20,23
75,100,20,42
75,100,20,36
75,100,20,30
75,100,20,31
75,100,20,32
75,100,20,31
75,100,20,23
75,100,20,23
75,100,20,21
75,100,20,23
75,100,20,28
75,100,20,33
75,100,20,20
75,100,20,25
75,100,20,17
75,100,20,53
75,100,20,25
75,100,20,26
75,100,20,25
75,100,20,19
75,100,20,16
75,100,20,24
75,100,20,20
75,100,20,24
75,100,20,23
75,100,20,32
75,100,20,21
75,100,20,26
75,100,20,25
75,100,20,29
75,100,20,27
75,100,20,31
75,100,20,27
75,100,20,26
75,100,20,28
75,100,20,15
75,100,20,20
75,100,20,19
75,100,20,27
75,100,20,31
75,100,20,28
75,100,20,21
75,100,20,34
75,100,20,31
75,100,20,20
75,100,20,23
75,100,20,15
75,100,20,30
75,100,20,26
75,100,20,34
75,100,20,27
75,100,20,23
75,100,20,31
75,100,20,28
75,100,20,41
75,100,20,27
75,100,20,25
75,100,20,32
75,100,20,28
75,100,20,23
75,100,20,24
75,100,20,20
75,100,20,27
75,100,20,22
75,100,20,26
75,100,20,29
75,100,20,33
75,100,20,39
75,100,20,38
75,100,20,34
75,100,20,32
75,100,20,17
75,100,20,19
75,100,20,28
75,100,20,26
75,100,20,30
75,100,20,28
75,100,20,19
75,100,20,29
75,100,20,30
75,100,20,19
75,100,20,25
75,100,20,25
75,100,20,38
75,100,20,31
75,100,20,22
75,100,20,37
75,100,20,20
75,100,20,22
75,100,20,22
75,100,20,23
75,100,20,18
75,100,20,39
75,100,20,31
75,100,20,22
75,100,20,27
75,100,20,20
75,100,20,34
75,100,20,28
75,100,20,23
75,100,20,28
75,100,20,25
75,100,20,30
75,100,20,28
75,100,20,31
75,100,20,18
75,100,20,20
75,100,20,30
75,100,20,21
75,100,20,31
75,100,20,28
75,100,20,21
75,100,20,21
75,100,20,33
75,100,20,25
75,100,20,19
75,100,20,29
75,100,20,24
75,100,20,19
75,100,20,28
75,100,20,21
75,100,20,35
75,100,20,23
75,100,20,23
75,100,20,17
75,100,20,30
75,100,20,37
75,100,20,24
75,100,20,35
75,100,20,25
75,100,20,23
75,100,20,30
75,100,20,25
75,100,20,29
75,100,20,22
75,100,20,25
75,100,20,25
75,100,20,19
75,100,20,27
75,100,20,31
75,100,20,22
75,100,20,24
75,100,20,28
75,100,20,25
75,100,20,26
75,100,20,23
75,100,20,23
75,100,20,37
75,100,20,24
75,100,20,36
75,100,20,30
75,100,20,17
75,100,20,29
75,100,20,40
75,100,20,33
75,100,20,25
75,100,20,18
75,100,20,18
75,100,20,27
75,100,20,24
75,100,20,30
75,100,20,25
75,100,20,22
75,100,20,22
75,100,20,43
75,100,20,28
75,100,20,30
75,100,20,23
75,100,20,37
75,100,20,20
75,100,20,25
75,100,20,21
75,100,20,24
75,100,20,22
75,100,20,33
75,100,20,29
75,100,20,38
75,100,20,25
75,100,20,21
75,100,20,22
75,100,20,24
75,100,20,18
75,100,20,21
75,100,20,27
75,100,20,27
75,100,20,28
75,100,20,27
75,100,20,34
75,100,20,22
75,100,20,32
75,100,20,22
75,100,20,27
75,100,20,25
75,100,20,21
75,100,20,22
75,100,20,24
75,100,20,28
75,100,20,24
75,100,20,32
75,100,20,25
75,100,20,15
75,100,20,29
75,100,20,18
75,100,20,32
75,100,20,23
75,100,20,26
75,100,20,23
75,100,20,37
75,100,20,34
75,100,20,18
75,100,20,21
75,100,20,32
75,100,20,29
75,100,20,24
75,100,20,23
75,100,20,39
75,100,20,21
75,100,20,27
75,100,20,31
75,100,20,40
75,100,20,25
75,100,20,21
75,100,20,18
75,100,20,24
75,100,20,38
75,100,20,21
75,100,20,18
75,100,20,24
75,100,20,22
75,100,20,25
75,100,20,29
75,100,20,24
75,100,20,29
75,100,20,28
75,100,20,21
75,100,20,26
75,100,20,21
75,100,20,23
75,100,20,28
75,100,20,21
75,100,20,24
75,100,20,22
75,100,20,27
75,100,20,21
75,100,20,27
75,100,20,25
75,100,20,23
75,100,20,22
75,100,20,33
75,100,20,32
75,100,20,24
75,100,20,25
75,100,20,25
75,100,20,41
75,100,20,28
75,100,20,23
75,100,20,36
75,100,20,25
75,100,20,29
75,100,20,25
75,100,20,22
75,100,20,26
75,100,20,27
75,100,20,29
75,100,20,49
75,100,20,23
75,100,20,23
75,100,20,27
75,100,20,48
75,100,20,19
75,100,20,20
75,100,20,21
75,100,20,21
75,100,20,30
75,100,20,20
75,100,20,27
75,100,20,19
75,100,20,27
75,100,20,28
75,100,20,24
75,100,20,41
75,100,20,30
75,100,20,35
75,100,20,18
75,100,20,32
75,100,20,20
75,100,20,36
75,100,20,28
75,100,20,31
75,100,20,20
75,100,20,22
75,100,20,27
75,100,20,29
75,100,20,21
75,100,20,15
75,100,20,25
75,100,20,32
75,100,20,16
75,100,20,24
75,100,20,33
75,100,20,24
75,100,20,26
75,100,20,23
75,100,20,19
75,100,20,24
75,100,20,43
75,100,20,36
75,100,20,31
75,100,20,22
75,100,20,29
75,100,20,28
75,100,20,35
75,100,20,22
75,100,20,30
75,100,20,28
75,100,20,23
75,100,20,24
75,100,20,32
75,100,20,28
75,100,20,18
75,100,20,23
75,100,20,28
75,100,20,30
75,100,20,25
75,100,20,25
75,100,20,16
75,100,20,27
75,100,20,29
75,100,20,25
75,100,20,30
75,100,20,21
75,100,20,21
75,100,20,31
75,100,20,27
75,100,20,25
75,100,20,26
75,100,20,36
75,100,20,35
75,100,20,16
75,100,20,28
75,100,20,35
75,100,20,22
75,100,20,26
75,100,20,20
75,100,20,22
75,100,20,33
75,100,20,41
75,100,20,21
75,100,20,28
75,100,20,24
75,100,20,27
75,100,20,25
75,100,20,21
75,100,20,42
75,100,20,23
75,100,20,25
75,100,20,29
75,100,20,23
75,100,20,27
75,100,20,23
75,100,20,31
75,100,20,25
75,100,20,23
75,100,20,21
75,100,20,29
75,100,20,27
75,100,20,22
75,100,20,19
75,100,20,30
75,100,20,23
75,100,20,47
75,100,20,21
75,100,20,16
75,100,20,28
75,100,20,25
75,100,20,20
75,100,20,23
75,100,20,24
75,100,20,25
75,100,20,24
75,100,20,22
75,100,20,26
75,100,20,48
75,100,20,22
75,100,20,24
75,100,20,39
75,100,20,23
75,100,20,29
75,100,20,23
75,100,20,22
75,100,20,23
75,100,20,26
75,100,20,23
75,100,20,29
75,100,20,28
75,100,20,34
75,100,20,33
75,100,20,19
75,100,20,30
75,100,20,52
75,100,20,14
75,100,20,35
75,100,20,28
75,100,20,18
75,100,20,23
75,100,20,23
75,100,20,28
75,100,20,32
75,100,20,21
75,100,20,24
75,100,20,39
75,100,20,32
75,100,20,21
75,100,20,23
75,100,20,21
75,100,20,24
75,100,20,28
75,100,20,33
75,100,20,20
75,100,20,24
75,100,20,20
75,100,20,14
75,100,20,22
75,100,20,21
75,100,20,27
75,100,20,35
75,100,20,22
75,100,20,18
75,100,20,26
75,100,20,26
75,100,20,18
75,100,20,38
75,100,20,26
75,100,20,17
75,100,20,27
75,100,20,18
75,100,20,23
75,100,20,21
75,100,20,19
75,100,20,27
75,100,20,41
75,100,20,34
75,100,20,25
75,100,20,21
75,100,20,32
75,100,20,22
75,100,20,19
75,100,20,18
75,100,20,24
75,100,20,32
75,100,20,37
75,100,20,22
75,100,20,30
75,100,20,19
75,100,20,28
75,100,20,29
75,100,20,27
75,100,20,25
75,100,20,25
75,100,20,26
75,100,20,24
75,100,20,22
75,100,20,25
75,100,20,17
75,100,20,26
75,100,20,20
75,100,20,28
75,100,20,26
75,100,20,34
75,100,20,32
75,100,20,24
75,100,20,22
75,100,20,24
75,100,20,20
75,100,20,28
75,100,20,26
75,100,20,46
75,100,20,22
75,100,20,34
75,100,20,28
75,100,20,28
75,100,20,28
75,100,20,28
75,100,20,44
75,100,20,27
75,100,20,37
75,100,20,14
75,100,20,24
75,100,20,24
75,100,20,29
75,100,20,25
75,100,20,24
75,100,20,20
75,100,20,20
75,100,20,23
75,100,20,37
75,100,20,26
75,100,20,24
75,100,20,19
75,100,20,31
75,100,20,25
75,100,20,21
75,100,20,22
75,100,20,24
75,100,20,19
75,100,20,18
75,100,20,37
75,100,20,26
75,100,20,23
75,100,20,31
75,100,20,30
75,100,20,31
75,100,20,29
75,100,20,18
75,100,20,37
75,100,20,30
75,100,20,44
75,100,20,36
75,100,20,19
75,100,20,28
75,100,20,35
75,100,20,22
75,100,20,19
75,100,20,33
75,100,20,24
75,100,20,23
75,100,20,30
75,100,20,35
75,100,20,21
75,100,20,33
75,100,20,32
75,100,20,22
75,100,20,30
75,100,20,22
75,100,20,30
75,100,20,22
75,100,20,32
75,100,20,31
75,100,20,28
75,100,20,34
75,100,20,25
75,100,20,24
75,100,20,33
75,100,20,19
75,100,20,33
75,100,20,26
75,100,20,20
75,100,20,20
75,100,20,25
75,100,20,33
75,100,20,19
75,100,20,34
75,100,20,38
75,100,20,25
75,100,20,26
75,100,20,31
75,100,20,33
75,100,20,23
75,100,20,30
75,100,20,25
75,100,20,27
75,100,20,28
75,100,20,17
75,100,20,33
75,100,20,22
75,100,20,25
75,100,20,30
75,100,20,27
75,100,20,22
75,100,20,18
75,100,20,41
75,100,20,27
75,100,20,22
75,100,20,22
75,100,20,25
75,100,20,25
75,100,20,20
75,100,20,38
75,100,20,25
75,100,20,18
75,100,20,21
75,100,20,26
75,100,20,20
75,100,20,24
75,100,20,26
75,100,20,16
75,100,20,34
75,100,20,28
75,100,20,21
75,100,20,32
75,100,20,26
75,100,20,49
75,100,20,18
75,100,20,18
75,100,20,30
75,100,20,29
75,100,20,35
75,100,20,25
75,100,20,21
75,100,20,23
75,100,20,21
75,100,20,26
75,100,20,24
75,100,20,24
75,100,20,38
75,100,20,20
75,100,20,17
75,100,20,32
75,100,20,29
75,100,20,23
75,100,20,19
75,100,20,24
75,100,20,19
75,100,20,26
75,100,20,21
75,100,20,22
75,100,20,31
75,100,20,28
75,100,20,19
75,100,20,25
75,100,20,16
75,100,20,27
75,100,20,18
75,100,20,40
75,100,20,22
75,100,20,20
75,100,20,22
75,100,20,34
75,100,20,29
75,100,20,26
75,100,20,23
75,100,20,24
75,100,20,21
75,100,20,18
75,100,20,29
75,100,20,28
75,100,20,22
75,100,20,22
75,100,20,37
75,100,20,35
75,100,20,19
75,100,20,28
75,100,20,22
75,100,20,27
75,100,20,23
75,100,20,33
75,100,20,26
75,100,20,20
75,100,20,22
75,100,20,26
75,100,20,32
75,100,20,24
75,100,20,25
75,100,20,20
75,100,20,27
75,100,20,27
75,100,20,34
75,100,20,18
75,100,20,22
75,100,20,27
75,100,20,44
75,100,20,23
75,100,20,25
75,100,20,28
75,100,20,19
75,100,20,21
75,100,20,20
75,100,20,29
75,100,20,31
75,100,20,21
75,100,20,29
75,100,20,23
75,100,20,19
75,100,20,22
75,100,20,25
75,100,20,25
75,100,20,24
75,100,20,21
75,100,20,21
75,100,20,27
75,100,20,37
75,100,20,37
75,100,20,31
75,100,20,19
75,100,20,26
75,100,20,23
75,100,20,24
75,100,20,22
75,100,20,26
75,100,20,36
75,100,20,36
75,100,20,26
75,100,20,20
75,100,20,23
